id,userid,giftscore,gifttype,giftstate,giftdate,paydate
103574165,187763770,10,borrow_story34651,0,2017-08-02 14:34:49.000,NULL
96027751,187763770,5,invite_reg_gift,1,2017-04-02 18:13:40.253,2017-05-29 11:00:31.040
100421611,187763770,18,licai_18_STORY30997,0,2017-06-02 18:04:50.000,NULL
100421610,187763770,22,licai_22_STORY30997,0,2017-06-02 18:04:50.000,NULL
100421609,187763770,28,licai_28_STORY30997,0,2017-06-02 18:04:50.000,NULL
103759804,191703420,10,borrow_story34651,0,2017-08-09 08:48:01.000,NULL
100025666,191703420,5,gghb_taobao,0,2017-05-27 23:13:35.000,NULL
103763830,193685952,10,borrow_story34651,0,2017-08-09 11:52:24.000,NULL
103869725,194735548,10,borrow_story34651,0,2017-08-12 21:54:30.000,NULL
103878474,194735548,10,licai_tongyong_10,0,2017-08-13 08:12:58.000,NULL
103915125,194874510,10,borrow_story34651,0,2017-08-14 13:48:43.000,NULL
102562381,194874510,10,xinren_chaofan1,0,2017-07-03 22:12:43.000,NULL
102562382,194874510,20,xinren_chaofan2,0,2017-07-03 22:12:43.000,NULL
102562383,194874510,20,xinren_chaofan3,0,2017-07-03 22:12:43.000,NULL
102562384,194874510,50,xinren_chaofan4,0,2017-07-03 22:12:43.000,NULL
102562373,194874510,5,xinren_taobao1,0,2017-07-03 22:12:33.000,NULL
103513114,195786565,10,borrow_story34651,0,2017-08-01 13:27:36.000,NULL
103595109,195838909,10,borrow_story34651,0,2017-08-03 01:03:03.000,NULL
103407836,195935889,10,borrow_story34651,0,2017-07-29 22:34:51.000,NULL
103308608,197267024,10,borrow_story34651,0,2017-07-27 14:58:06.000,NULL
103697258,197340623,10,borrow_story34651,0,2017-08-06 13:01:16.000,NULL
103233179,197590012,10,borrow_story34651,0,2017-07-25 19:40:39.000,NULL
103309957,197639817,10,borrow_story34651,0,2017-07-27 15:40:36.000,NULL
103155228,197639817,28,licai_28_STORY30997,0,2017-07-23 17:20:12.000,NULL
103155198,197639817,10,xinren_chaofan1,0,2017-07-23 17:18:45.000,NULL
103155199,197639817,20,xinren_chaofan2,0,2017-07-23 17:18:45.000,NULL
103155200,197639817,20,xinren_chaofan3,0,2017-07-23 17:18:45.000,NULL
103155201,197639817,50,xinren_chaofan4,0,2017-07-23 17:18:45.000,NULL
103155223,197639817,5,xinren_shangcheng1,0,2017-07-23 17:20:00.000,NULL
103155224,197639817,10,xinren_shangcheng2,0,2017-07-23 17:20:00.000,NULL
103155225,197639817,20,xinren_shangcheng3,0,2017-07-23 17:20:00.000,NULL
103155216,197639817,5,xinren_taobao1,1,2017-07-23 17:19:34.000,2017-08-03 16:43:58.377
103854345,197755167,10,borrow_story34651,0,2017-08-12 11:18:44.000,NULL
103209633,197761776,10,borrow_story34651,0,2017-07-25 09:26:21.000,NULL
103890438,197799822,10,borrow_story34651,0,2017-08-13 14:40:59.000,NULL
103408353,198138922,50,alipay_super_package_gift,0,2017-07-29 22:46:47.000,NULL
103408354,198138922,30,alipay_super_package_gift,0,2017-07-29 22:46:47.000,NULL
103408355,198138922,20,alipay_super_package_gift,0,2017-07-29 22:46:47.000,NULL
103408735,198138922,10,borrow_story34651,0,2017-07-29 22:54:50.000,NULL
103451595,198189526,10,borrow_story34651,0,2017-07-30 22:04:00.000,NULL
103483042,198237551,10,borrow_story34651,0,2017-07-31 17:46:41.000,NULL
103728408,198269477,10,borrow_story34651,0,2017-08-07 20:43:22.000,NULL
103501894,198269477,10,xinren_chaofan1,0,2017-08-01 08:21:43.000,NULL
103501895,198269477,20,xinren_chaofan2,0,2017-08-01 08:21:43.000,NULL
103501896,198269477,20,xinren_chaofan3,0,2017-08-01 08:21:43.000,NULL
103501897,198269477,50,xinren_chaofan4,0,2017-08-01 08:21:43.000,NULL
103822232,198269477,5,xinren_taobao1,0,2017-08-11 11:35:39.000,NULL
103544223,198324324,10,borrow_story34651,0,2017-08-01 23:00:50.000,NULL
103687635,198354788,10,borrow_story34651,0,2017-08-06 01:42:51.000,NULL
105104231,198354788,128,licai_920_10w_by_36792,0,2017-09-25 02:19:36.000,NULL
105104230,198354788,128,licai_920_6_by_36792,0,2017-09-25 02:19:36.000,NULL
105104229,198354788,38,licai_niwodai_920,0,2017-09-25 02:19:36.000,NULL
105104226,198354788,38,licai_PPmoney_920,0,2017-09-25 02:19:36.000,NULL
103687592,198354788,10,licai_tongyong_10,0,2017-08-06 01:39:45.000,NULL
105104227,198354788,38,licai_tuandai_920,0,2017-09-25 02:19:36.000,NULL
105104232,198354788,28,licai_xinshou_920,0,2017-09-25 02:19:36.000,NULL
104168891,198354788,20,licai_xinshou_yirendai,0,2017-08-23 10:30:07.000,NULL
105104228,198354788,38,licai_yirencaifu_920,0,2017-09-25 02:19:36.000,NULL
103659165,198465908,10,borrow_story34651,0,2017-08-04 23:14:35.000,NULL
103637183,198465908,10,xinren_chaofan1,0,2017-08-04 11:15:03.000,NULL
103637184,198465908,20,xinren_chaofan2,0,2017-08-04 11:15:03.000,NULL
103637185,198465908,20,xinren_chaofan3,0,2017-08-04 11:15:03.000,NULL
103637186,198465908,50,xinren_chaofan4,0,2017-08-04 11:15:03.000,NULL
103691599,198566530,10,borrow_story34651,0,2017-08-06 09:02:07.000,NULL
103731529,198649207,10,borrow_story34651,0,2017-08-07 22:54:38.000,NULL
103921110,198772016,10,borrow_story34651,0,2017-08-14 18:25:53.000,NULL
103841979,198905131,6,1yuangou_STORY #30267(3),0,2017-08-11 21:52:08.000,NULL
103842139,198905131,6,1yuangou_STORY #30267(3),0,2017-08-11 21:57:20.000,NULL
103842336,198905131,10,borrow_story34651,0,2017-08-11 22:05:23.000,NULL
104082950,198905131,10,licai_tongyong_10,0,2017-08-20 00:15:43.000,NULL
104054434,198905131,10,xinren_chaofan1,0,2017-08-18 23:46:39.000,NULL
104054435,198905131,20,xinren_chaofan2,0,2017-08-18 23:46:39.000,NULL
104054436,198905131,20,xinren_chaofan3,0,2017-08-18 23:46:39.000,NULL
104054437,198905131,50,xinren_chaofan4,0,2017-08-18 23:46:39.000,NULL
103848735,198917510,10,borrow_story34651,0,2017-08-12 07:33:05.000,NULL
104038135,198930153,20,licai_xinshou_yirendai,0,2017-08-18 17:25:33.000,NULL
103864094,198930153,5,xinren_shangcheng1,0,2017-08-12 17:29:08.000,NULL
103864095,198930153,10,xinren_shangcheng2,0,2017-08-12 17:29:08.000,NULL
103864096,198930153,20,xinren_shangcheng3,0,2017-08-12 17:29:08.000,NULL
103864258,198953819,10,borrow_story34651,0,2017-08-12 17:37:10.000,NULL
103867182,198953819,5,xinren_shangcheng1,0,2017-08-12 20:07:42.000,NULL
103867183,198953819,10,xinren_shangcheng2,0,2017-08-12 20:07:42.000,NULL
103867184,198953819,20,xinren_shangcheng3,0,2017-08-12 20:07:42.000,NULL
104181954,199675869,10,xinren_chaofan1,0,2017-08-23 18:57:17.000,NULL
104181955,199675869,20,xinren_chaofan2,0,2017-08-23 18:57:17.000,NULL
104181956,199675869,20,xinren_chaofan3,0,2017-08-23 18:57:17.000,NULL
104181957,199675869,50,xinren_chaofan4,0,2017-08-23 18:57:17.000,NULL
